uniprot_ac_1	uniprot_ac_2	complex_id	complex_name
P82673	Q9BYD2	320	55S ribosome, mitochondrial
P82673	Q9BYD6	320	55S ribosome, mitochondrial
P82673	Q9BYN8	315	28S ribosomal subunit, mitochondrial
P82673	Q9BYN8	320	55S ribosome, mitochondrial
P82673	Q9H9J2	320	55S ribosome, mitochondrial
P82673	Q9NQ50	320	55S ribosome, mitochondrial
P82673	Q9NRX2	320	55S ribosome, mitochondrial
P82673	Q9P0J6	320	55S ribosome, mitochondrial
P82673	Q9Y3B7	320	55S ribosome, mitochondrial
P82675	O75394	320	55S ribosome, mitochondrial
P82675	P49406	320	55S ribosome, mitochondrial
P82675	P51398	315	28S ribosomal subunit, mitochondrial
P82675	P51398	320	55S ribosome, mitochondrial
P82675	P82909	315	28S ribosomal subunit, mitochondrial
P82675	P82909	320	55S ribosome, mitochondrial
P82675	P82930	315	28S ribosomal subunit, mitochondrial
P82675	P82930	320	55S ribosome, mitochondrial
P82675	Q13405	320	55S ribosome, mitochondrial
P82675	Q8IXM3	320	55S ribosome, mitochondrial
P82675	Q8N983	320	55S ribosome, mitochondrial
P82675	Q96A35	320	55S ribosome, mitochondrial
P82675	Q96DV4	320	55S ribosome, mitochondrial
P82675	Q9BQ48	320	55S ribosome, mitochondrial
P82675	Q9BRJ2	320	55S ribosome, mitochondrial
P82675	Q9BYC8	320	55S ribosome, mitochondrial
P82675	Q9BYD2	320	55S ribosome, mitochondrial
P82675	Q9BYD6	320	55S ribosome, mitochondrial
P82675	Q9H9J2	320	55S ribosome, mitochondrial
P82675	Q9NQ50	320	55S ribosome, mitochondrial
P82675	Q9P0J6	320	55S ribosome, mitochondrial
P82675	Q9Y3B7	320	55S ribosome, mitochondrial
P82909	O75394	320	55S ribosome, mitochondrial
P82909	P49406	320	55S ribosome, mitochondrial
P82912	O75394	320	55S ribosome, mitochondrial
P82912	P49406	320	55S ribosome, mitochondrial
P82912	P51398	315	28S ribosomal subunit, mitochondrial
P82912	P51398	320	55S ribosome, mitochondrial
P82912	P82675	315	28S ribosomal subunit, mitochondrial
P82912	P82675	320	55S ribosome, mitochondrial
P82912	P82909	315	28S ribosomal subunit, mitochondrial
P82912	P82909	320	55S ribosome, mitochondrial
P82912	P82930	315	28S ribosomal subunit, mitochondrial
P82912	P82930	320	55S ribosome, mitochondrial
P82912	P82932	315	28S ribosomal subunit, mitochondrial
P82912	P82932	320	55S ribosome, mitochondrial
P82912	P82933	315	28S ribosomal subunit, mitochondrial
P82912	P82933	320	55S ribosome, mitochondrial
P82912	Q13405	320	55S ribosome, mitochondrial
P82912	Q8IXM3	320	55S ribosome, mitochondrial
P82912	Q8N983	320	55S ribosome, mitochondrial
P82912	Q96A35	320	55S ribosome, mitochondrial
P82912	Q96DV4	320	55S ribosome, mitochondrial
P82912	Q9BQ48	320	55S ribosome, mitochondrial
P82912	Q9BRJ2	320	55S ribosome, mitochondrial
P82912	Q9BYC8	320	55S ribosome, mitochondrial
P82912	Q9BYD2	320	55S ribosome, mitochondrial
P82912	Q9BYD6	320	55S ribosome, mitochondrial
P82912	Q9H9J2	320	55S ribosome, mitochondrial
P82912	Q9NQ50	320	55S ribosome, mitochondrial
P82912	Q9P0J6	320	55S ribosome, mitochondrial
P82912	Q9Y3B7	320	55S ribosome, mitochondrial
P82914	O75394	320	55S ribosome, mitochondrial
P82914	P49406	320	55S ribosome, mitochondrial
P82914	P51398	315	28S ribosomal subunit, mitochondrial
P82914	P51398	320	55S ribosome, mitochondrial
P82914	P82675	315	28S ribosomal subunit, mitochondrial
P82914	P82675	320	55S ribosome, mitochondrial
P82914	P82909	315	28S ribosomal subunit, mitochondrial
P82914	P82909	320	55S ribosome, mitochondrial
P82914	P82912	315	28S ribosomal subunit, mitochondrial
P82914	P82912	320	55S ribosome, mitochondrial
P82914	P82930	315	28S ribosomal subunit, mitochondrial
P82914	P82930	320	55S ribosome, mitochondrial
P82914	P82932	315	28S ribosomal subunit, mitochondrial
P82914	P82932	320	55S ribosome, mitochondrial
P82914	P82933	315	28S ribosomal subunit, mitochondrial
P82914	P82933	320	55S ribosome, mitochondrial
P82914	Q13405	320	55S ribosome, mitochondrial
P82914	Q8IXM3	320	55S ribosome, mitochondrial
P82914	Q8N983	320	55S ribosome, mitochondrial
P82914	Q96A35	320	55S ribosome, mitochondrial
P82914	Q96DV4	320	55S ribosome, mitochondrial
P82914	Q9BQ48	320	55S ribosome, mitochondrial
P82914	Q9BRJ2	320	55S ribosome, mitochondrial
P82914	Q9BYC8	320	55S ribosome, mitochondrial
P82914	Q9BYD2	320	55S ribosome, mitochondrial
P82914	Q9BYD6	320	55S ribosome, mitochondrial
P82914	Q9H9J2	320	55S ribosome, mitochondrial
P82914	Q9NQ50	320	55S ribosome, mitochondrial
P82914	Q9P0J6	320	55S ribosome, mitochondrial
P82914	Q9Y3B7	320	55S ribosome, mitochondrial
P82921	O15235	315	28S ribosomal subunit, mitochondrial
P82921	O15235	320	55S ribosome, mitochondrial
P82921	O60783	315	28S ribosomal subunit, mitochondrial
P82921	O60783	320	55S ribosome, mitochondrial
P82921	O75394	320	55S ribosome, mitochondrial
P82921	P49406	320	55S ribosome, mitochondrial
P82921	P51398	315	28S ribosomal subunit, mitochondrial
P82921	P51398	320	55S ribosome, mitochondrial
P82921	P52815	320	55S ribosome, mitochondrial
P82921	P82650	315	28S ribosomal subunit, mitochondrial
P82921	P82650	320	55S ribosome, mitochondrial
P82921	P82663	315	28S ribosomal subunit, mitochondrial
P82921	P82663	320	55S ribosome, mitochondrial
P82921	P82664	315	28S ribosomal subunit, mitochondrial
P82921	P82664	320	55S ribosome, mitochondrial
P82921	P82673	315	28S ribosomal subunit, mitochondrial
P82921	P82673	320	55S ribosome, mitochondrial
P82921	P82675	315	28S ribosomal subunit, mitochondrial
P82921	P82675	320	55S ribosome, mitochondrial
P82921	P82909	315	28S ribosomal subunit, mitochondrial
P82921	P82909	320	55S ribosome, mitochondrial
P82921	P82912	315	28S ribosomal subunit, mitochondrial
P82921	P82912	320	55S ribosome, mitochondrial
P82921	P82914	315	28S ribosomal subunit, mitochondrial
P82921	P82914	320	55S ribosome, mitochondrial
P82921	P82930	315	28S ribosomal subunit, mitochondrial
P82921	P82930	320	55S ribosome, mitochondrial
P82921	P82932	315	28S ribosomal subunit, mitochondrial
P82921	P82932	320	55S ribosome, mitochondrial
P82921	P82933	315	28S ribosomal subunit, mitochondrial
P82921	P82933	320	55S ribosome, mitochondrial
P82921	Q13405	320	55S ribosome, mitochondrial
P82921	Q16540	320	55S ribosome, mitochondrial
P82921	Q6P1L8	320	55S ribosome, mitochondrial
P82921	Q8IXM3	320	55S ribosome, mitochondrial
P82921	Q8N5N7	320	55S ribosome, mitochondrial
P82921	Q8N983	320	55S ribosome, mitochondrial
P82921	Q96A35	320	55S ribosome, mitochondrial
P82921	Q96DV4	320	55S ribosome, mitochondrial
P82921	Q96EL2	315	28S ribosomal subunit, mitochondrial
P82921	Q96EL2	320	55S ribosome, mitochondrial
P82921	Q9BQ48	320	55S ribosome, mitochondrial
P82921	Q9BRJ2	320	55S ribosome, mitochondrial
P82921	Q9BYC8	320	55S ribosome, mitochondrial
P82921	Q9BYC9	320	55S ribosome, mitochondrial
P82921	Q9BYD2	320	55S ribosome, mitochondrial
P82921	Q9BYD6	320	55S ribosome, mitochondrial
P82921	Q9BYN8	315	28S ribosomal subunit, mitochondrial
P82921	Q9BYN8	320	55S ribosome, mitochondrial
P82921	Q9H9J2	320	55S ribosome, mitochondrial
P82921	Q9HD33	320	55S ribosome, mitochondrial
P82921	Q9NQ50	320	55S ribosome, mitochondrial
P82921	Q9NRX2	320	55S ribosome, mitochondrial
P82921	Q9NVS2	315	28S ribosomal subunit, mitochondrial
P82921	Q9NVS2	320	55S ribosome, mitochondrial
P82921	Q9NX20	320	55S ribosome, mitochondrial
P82921	Q9P0J6	320	55S ribosome, mitochondrial
P82921	Q9Y3B7	320	55S ribosome, mitochondrial
P82930	O75394	320	55S ribosome, mitochondrial
P82930	P49406	320	55S ribosome, mitochondrial
P82930	P51398	315	28S ribosomal subunit, mitochondrial
P82930	P51398	320	55S ribosome, mitochondrial
P82930	P82909	315	28S ribosomal subunit, mitochondrial
P82930	P82909	320	55S ribosome, mitochondrial
P82930	Q13405	320	55S ribosome, mitochondrial
P82930	Q8N983	320	55S ribosome, mitochondrial
P82930	Q96A35	320	55S ribosome, mitochondrial
P82930	Q9BRJ2	320	55S ribosome, mitochondrial
P82932	O75394	320	55S ribosome, mitochondrial
P82932	P49406	320	55S ribosome, mitochondrial
P82932	P51398	315	28S ribosomal subunit, mitochondrial
P82932	P51398	320	55S ribosome, mitochondrial
P82932	P82675	315	28S ribosomal subunit, mitochondrial
P82932	P82675	320	55S ribosome, mitochondrial
P82932	P82909	315	28S ribosomal subunit, mitochondrial
P82932	P82909	320	55S ribosome, mitochondrial
P82932	P82930	315	28S ribosomal subunit, mitochondrial
P82932	P82930	320	55S ribosome, mitochondrial
P82932	Q13405	320	55S ribosome, mitochondrial
P82932	Q8IXM3	320	55S ribosome, mitochondrial
P82932	Q8N983	320	55S ribosome, mitochondrial
P82932	Q96A35	320	55S ribosome, mitochondrial
P82932	Q96DV4	320	55S ribosome, mitochondrial
P82932	Q9BQ48	320	55S ribosome, mitochondrial
P82932	Q9BRJ2	320	55S ribosome, mitochondrial
P82932	Q9BYC8	320	55S ribosome, mitochondrial
P82932	Q9BYD2	320	55S ribosome, mitochondrial
P82932	Q9BYD6	320	55S ribosome, mitochondrial
P82932	Q9H9J2	320	55S ribosome, mitochondrial
P82932	Q9NQ50	320	55S ribosome, mitochondrial
P82932	Q9P0J6	320	55S ribosome, mitochondrial
P82932	Q9Y3B7	320	55S ribosome, mitochondrial
P82933	O75394	320	55S ribosome, mitochondrial
P82933	P49406	320	55S ribosome, mitochondrial
P82933	P51398	315	28S ribosomal subunit, mitochondrial
P82933	P51398	320	55S ribosome, mitochondrial
P82933	P82675	315	28S ribosomal subunit, mitochondrial
P82933	P82675	320	55S ribosome, mitochondrial
P82933	P82909	315	28S ribosomal subunit, mitochondrial
P82933	P82909	320	55S ribosome, mitochondrial
P82933	P82930	315	28S ribosomal subunit, mitochondrial
P82933	P82930	320	55S ribosome, mitochondrial
P82933	P82932	315	28S ribosomal subunit, mitochondrial
P82933	P82932	320	55S ribosome, mitochondrial
P82933	Q13405	320	55S ribosome, mitochondrial
P82933	Q8IXM3	320	55S ribosome, mitochondrial
P82933	Q8N983	320	55S ribosome, mitochondrial
P82933	Q96A35	320	55S ribosome, mitochondrial
P82933	Q96DV4	320	55S ribosome, mitochondrial
P82933	Q9BQ48	320	55S ribosome, mitochondrial
P82933	Q9BRJ2	320	55S ribosome, mitochondrial
P82933	Q9BYC8	320	55S ribosome, mitochondrial
P82933	Q9BYD2	320	55S ribosome, mitochondrial
P82933	Q9BYD6	320	55S ribosome, mitochondrial
P82933	Q9H9J2	320	55S ribosome, mitochondrial
P82933	Q9NQ50	320	55S ribosome, mitochondrial
P82933	Q9P0J6	320	55S ribosome, mitochondrial
P82933	Q9Y3B7	320	55S ribosome, mitochondrial
P83111	O15235	320	55S ribosome, mitochondrial
P83111	O60783	320	55S ribosome, mitochondrial
P83111	O75394	320	55S ribosome, mitochondrial
P83111	O75394	324	39S ribosomal subunit, mitochondrial
P83111	P49406	320	55S ribosome, mitochondrial
P83111	P49406	324	39S ribosomal subunit, mitochondrial
P83111	P51398	320	55S ribosome, mitochondrial
P83111	P52815	320	55S ribosome, mitochondrial
P83111	P52815	324	39S ribosomal subunit, mitochondrial
P83111	P82650	320	55S ribosome, mitochondrial
P83111	P82663	320	55S ribosome, mitochondrial
P83111	P82664	320	55S ribosome, mitochondrial
P83111	P82673	320	55S ribosome, mitochondrial
P83111	P82675	320	55S ribosome, mitochondrial
P83111	P82909	320	55S ribosome, mitochondrial
P83111	P82912	320	55S ribosome, mitochondrial
P83111	P82914	320	55S ribosome, mitochondrial
P83111	P82921	320	55S ribosome, mitochondrial
P83111	P82930	320	55S ribosome, mitochondrial
P83111	P82932	320	55S ribosome, mitochondrial
P83111	P82933	320	55S ribosome, mitochondrial
P83111	Q13405	320	55S ribosome, mitochondrial
P83111	Q13405	324	39S ribosomal subunit, mitochondrial
P83111	Q16540	320	55S ribosome, mitochondrial
P83111	Q16540	324	39S ribosomal subunit, mitochondrial
P83111	Q4U2R6	320	55S ribosome, mitochondrial
P83111	Q4U2R6	324	39S ribosomal subunit, mitochondrial
P83111	Q5T653	320	55S ribosome, mitochondrial
P83111	Q5T653	324	39S ribosomal subunit, mitochondrial
P83111	Q6P161	320	55S ribosome, mitochondrial
P83111	Q6P161	324	39S ribosomal subunit, mitochondrial
P83111	Q6P1L8	320	55S ribosome, mitochondrial
P83111	Q6P1L8	324	39S ribosomal subunit, mitochondrial
P83111	Q7Z2W9	320	55S ribosome, mitochondrial
P83111	Q7Z2W9	324	39S ribosomal subunit, mitochondrial
P83111	Q7Z7F7	320	55S ribosome, mitochondrial
P83111	Q7Z7F7	324	39S ribosomal subunit, mitochondrial
P83111	Q7Z7H8	320	55S ribosome, mitochondrial
P83111	Q7Z7H8	324	39S ribosomal subunit, mitochondrial
P83111	Q86TS9	320	55S ribosome, mitochondrial
P83111	Q86TS9	324	39S ribosomal subunit, mitochondrial
P83111	Q8IXM3	320	55S ribosome, mitochondrial
P83111	Q8IXM3	324	39S ribosomal subunit, mitochondrial
P83111	Q8N5N7	320	55S ribosome, mitochondrial
P83111	Q8N5N7	324	39S ribosomal subunit, mitochondrial
P83111	Q8N983	320	55S ribosome, mitochondrial
P83111	Q8N983	324	39S ribosomal subunit, mitochondrial
P83111	Q8TCC3	320	55S ribosome, mitochondrial
P83111	Q8TCC3	324	39S ribosomal subunit, mitochondrial
P83111	Q92552	320	55S ribosome, mitochondrial
P83111	Q96A35	320	55S ribosome, mitochondrial
P83111	Q96A35	324	39S ribosomal subunit, mitochondrial
P83111	Q96DV4	320	55S ribosome, mitochondrial
P83111	Q96DV4	324	39S ribosomal subunit, mitochondrial
P83111	Q96EL2	320	55S ribosome, mitochondrial
P83111	Q96EL3	320	55S ribosome, mitochondrial
P83111	Q96EL3	324	39S ribosomal subunit, mitochondrial
P83111	Q96GC5	320	55S ribosome, mitochondrial
P83111	Q96GC5	324	39S ribosomal subunit, mitochondrial
P83111	Q9BQ48	320	55S ribosome, mitochondrial
P83111	Q9BQ48	324	39S ribosomal subunit, mitochondrial
P83111	Q9BRJ2	320	55S ribosome, mitochondrial
P83111	Q9BRJ2	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYC8	320	55S ribosome, mitochondrial
P83111	Q9BYC8	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYC9	320	55S ribosome, mitochondrial
P83111	Q9BYC9	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYD1	320	55S ribosome, mitochondrial
P83111	Q9BYD1	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYD2	320	55S ribosome, mitochondrial
P83111	Q9BYD2	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYD3	320	55S ribosome, mitochondrial
P83111	Q9BYD3	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYD6	320	55S ribosome, mitochondrial
P83111	Q9BYD6	324	39S ribosomal subunit, mitochondrial
P83111	Q9BYN8	320	55S ribosome, mitochondrial
P83111	Q9BZE1	320	55S ribosome, mitochondrial
P83111	Q9BZE1	324	39S ribosomal subunit, mitochondrial
P83111	Q9H0U6	320	55S ribosome, mitochondrial
P83111	Q9H0U6	324	39S ribosomal subunit, mitochondrial
P83111	Q9H2W6	320	55S ribosome, mitochondrial
P83111	Q9H2W6	324	39S ribosomal subunit, mitochondrial
P83111	Q9H9J2	320	55S ribosome, mitochondrial
P83111	Q9H9J2	324	39S ribosomal subunit, mitochondrial
P83111	Q9HD33	320	55S ribosome, mitochondrial
P83111	Q9HD33	324	39S ribosomal subunit, mitochondrial
P83111	Q9NQ50	320	55S ribosome, mitochondrial
P83111	Q9NQ50	324	39S ribosomal subunit, mitochondrial
P83111	Q9NRX2	320	55S ribosome, mitochondrial
P83111	Q9NRX2	324	39S ribosomal subunit, mitochondrial
P83111	Q9NVS2	320	55S ribosome, mitochondrial
P83111	Q9NWU5	320	55S ribosome, mitochondrial
P83111	Q9NWU5	324	39S ribosomal subunit, mitochondrial
P83111	Q9NX20	320	55S ribosome, mitochondrial
P83111	Q9NX20	324	39S ribosomal subunit, mitochondrial
P83111	Q9NYK5	320	55S ribosome, mitochondrial
P83111	Q9NYK5	324	39S ribosomal subunit, mitochondrial
P83111	Q9NZE8	320	55S ribosome, mitochondrial
P83111	Q9NZE8	324	39S ribosomal subunit, mitochondrial
P83111	Q9P015	320	55S ribosome, mitochondrial
P83111	Q9P015	324	39S ribosomal subunit, mitochondrial
P83111	Q9P0J6	320	55S ribosome, mitochondrial
P83111	Q9P0J6	324	39S ribosomal subunit, mitochondrial
P83111	Q9P0M9	320	55S ribosome, mitochondrial
P83111	Q9P0M9	324	39S ribosomal subunit, mitochondrial
P83111	Q9Y291	320	55S ribosome, mitochondrial
P83111	Q9Y2Q9	320	55S ribosome, mitochondrial
P83111	Q9Y2R5	320	55S ribosome, mitochondrial
P83111	Q9Y2R9	320	55S ribosome, mitochondrial
P83111	Q9Y399	320	55S ribosome, mitochondrial
P83111	Q9Y3B7	320	55S ribosome, mitochondrial
P83111	Q9Y3B7	324	39S ribosomal subunit, mitochondrial
P83111	Q9Y3D3	320	55S ribosome, mitochondrial
P83111	Q9Y3D5	320	55S ribosome, mitochondrial
P83111	Q9Y3D9	320	55S ribosome, mitochondrial
P83111	Q9Y676	320	55S ribosome, mitochondrial
P83111	Q9Y6G3	320	55S ribosome, mitochondrial
P83111	Q9Y6G3	324	39S ribosomal subunit, mitochondrial
P83369	P14678	2757	SMN complex, U7 snRNA specific
P83369	P62304	2757	SMN complex, U7 snRNA specific
P83369	P62306	2757	SMN complex, U7 snRNA specific
P83369	P62308	2757	SMN complex, U7 snRNA specific
P83369	P62318	2757	SMN complex, U7 snRNA specific
P83369	Q969L4	2757	SMN complex, U7 snRNA specific
P83436	Q8WTW3	162	Conserved oligomeric Golgi (COG) complex
P83436	Q8WTW3	3522	COG complex
P83436	Q8WTW3	3552	COG1-COG8-COG5-COG6-COG7 subcomplex
P83436	Q8WTW3	3556	COG complex
P83731	P05386	306	Ribosome, cytoplasmic
P83731	P05386	308	60S ribosomal subunit, cytoplasmic
P83731	P05386	3055	Nop56p-associated pre-rRNA complex
P83731	P05387	306	Ribosome, cytoplasmic
P83731	P05387	308	60S ribosomal subunit, cytoplasmic
P83731	P05387	3055	Nop56p-associated pre-rRNA complex
P83731	P05388	306	Ribosome, cytoplasmic
P83731	P05388	308	60S ribosomal subunit, cytoplasmic
P83731	P05388	3055	Nop56p-associated pre-rRNA complex
P83731	P08708	306	Ribosome, cytoplasmic
P83731	P08708	3055	Nop56p-associated pre-rRNA complex
P83731	P0CW22	306	Ribosome, cytoplasmic
P83731	P0CW22	3055	Nop56p-associated pre-rRNA complex
P83731	P11387	3055	Nop56p-associated pre-rRNA complex
P83731	P15880	306	Ribosome, cytoplasmic
P83731	P15880	3055	Nop56p-associated pre-rRNA complex
P83731	P18077	306	Ribosome, cytoplasmic
P83731	P18077	308	60S ribosomal subunit, cytoplasmic
P83731	P18077	3055	Nop56p-associated pre-rRNA complex
P83731	P23396	306	Ribosome, cytoplasmic
P83731	P25398	306	Ribosome, cytoplasmic
P83731	P25398	3055	Nop56p-associated pre-rRNA complex
P83731	P37108	3055	Nop56p-associated pre-rRNA complex
P83731	P39019	306	Ribosome, cytoplasmic
P83731	P42677	306	Ribosome, cytoplasmic
P83731	P46776	306	Ribosome, cytoplasmic
P83731	P46776	308	60S ribosomal subunit, cytoplasmic
P83731	P46776	3055	Nop56p-associated pre-rRNA complex
P83731	P46779	306	Ribosome, cytoplasmic
P83731	P46779	308	60S ribosomal subunit, cytoplasmic
P83731	P46779	3055	Nop56p-associated pre-rRNA complex
P83731	P46781	306	Ribosome, cytoplasmic
P83731	P46781	3055	Nop56p-associated pre-rRNA complex
P83731	P46782	306	Ribosome, cytoplasmic
P83731	P46783	306	Ribosome, cytoplasmic
P83731	P47914	306	Ribosome, cytoplasmic
P83731	P47914	308	60S ribosomal subunit, cytoplasmic
P83731	P47914	3055	Nop56p-associated pre-rRNA complex
P83731	P49207	306	Ribosome, cytoplasmic
P83731	P49207	308	60S ribosomal subunit, cytoplasmic
P83731	P49411	3055	Nop56p-associated pre-rRNA complex
P83731	P50914	306	Ribosome, cytoplasmic
P83731	P50914	308	60S ribosomal subunit, cytoplasmic
P83731	P50914	3055	Nop56p-associated pre-rRNA complex
P83731	P60866	306	Ribosome, cytoplasmic
P83731	P61247	306	Ribosome, cytoplasmic
P83731	P61247	3055	Nop56p-associated pre-rRNA complex
P83731	P61254	306	Ribosome, cytoplasmic
P83731	P61254	308	60S ribosomal subunit, cytoplasmic
P83731	P61254	3055	Nop56p-associated pre-rRNA complex
P83731	P61353	306	Ribosome, cytoplasmic
P83731	P61353	308	60S ribosomal subunit, cytoplasmic
P83731	P61353	3055	Nop56p-associated pre-rRNA complex
P83731	P61513	306	Ribosome, cytoplasmic
P83731	P61513	308	60S ribosomal subunit, cytoplasmic
P83731	P61513	3055	Nop56p-associated pre-rRNA complex
P83731	P61927	306	Ribosome, cytoplasmic
P83731	P61927	308	60S ribosomal subunit, cytoplasmic
P83731	P62081	306	Ribosome, cytoplasmic
P83731	P62081	3055	Nop56p-associated pre-rRNA complex
P83731	P62241	306	Ribosome, cytoplasmic
P83731	P62241	3055	Nop56p-associated pre-rRNA complex
P83731	P62244	306	Ribosome, cytoplasmic
P83731	P62244	3055	Nop56p-associated pre-rRNA complex
P83731	P62249	306	Ribosome, cytoplasmic
P83731	P62249	3055	Nop56p-associated pre-rRNA complex
P83731	P62263	306	Ribosome, cytoplasmic
P83731	P62263	3055	Nop56p-associated pre-rRNA complex
P83731	P62266	306	Ribosome, cytoplasmic
P83731	P62266	3055	Nop56p-associated pre-rRNA complex
P83731	P62269	306	Ribosome, cytoplasmic
P83731	P62269	3055	Nop56p-associated pre-rRNA complex
P83731	P62273	306	Ribosome, cytoplasmic
P83731	P62273	3055	Nop56p-associated pre-rRNA complex
P83731	P62277	306	Ribosome, cytoplasmic
P83731	P62277	3055	Nop56p-associated pre-rRNA complex
P83731	P62280	306	Ribosome, cytoplasmic
P83731	P62280	3055	Nop56p-associated pre-rRNA complex
P83731	P62701	306	Ribosome, cytoplasmic
P83731	P62753	306	Ribosome, cytoplasmic
P83731	P62753	3055	Nop56p-associated pre-rRNA complex
P83731	P62829	306	Ribosome, cytoplasmic
P83731	P62829	308	60S ribosomal subunit, cytoplasmic
P83731	P62829	3055	Nop56p-associated pre-rRNA complex
P83731	P62841	306	Ribosome, cytoplasmic
P83731	P62841	3055	Nop56p-associated pre-rRNA complex
P83731	P62847	306	Ribosome, cytoplasmic
P83731	P62847	3055	Nop56p-associated pre-rRNA complex
P83731	P62851	306	Ribosome, cytoplasmic
P83731	P62854	306	Ribosome, cytoplasmic
P83731	P62857	306	Ribosome, cytoplasmic
P83731	P62888	306	Ribosome, cytoplasmic
P83731	P62888	308	60S ribosomal subunit, cytoplasmic
P83731	P62888	3055	Nop56p-associated pre-rRNA complex
P83731	P62891	306	Ribosome, cytoplasmic
P83731	P62891	308	60S ribosomal subunit, cytoplasmic
P83731	P62891	3055	Nop56p-associated pre-rRNA complex
P83731	P62899	306	Ribosome, cytoplasmic
P83731	P62899	308	60S ribosomal subunit, cytoplasmic
P83731	P62899	3055	Nop56p-associated pre-rRNA complex
P83731	P62910	306	Ribosome, cytoplasmic
P83731	P62910	308	60S ribosomal subunit, cytoplasmic
P83731	P62910	3055	Nop56p-associated pre-rRNA complex
P83731	P62945	306	Ribosome, cytoplasmic
P83731	P62945	308	60S ribosomal subunit, cytoplasmic
P83731	P62979	306	Ribosome, cytoplasmic
P83731	P62987	306	Ribosome, cytoplasmic
P83731	P62987	308	60S ribosomal subunit, cytoplasmic
P83731	P63173	306	Ribosome, cytoplasmic
P83731	P63173	308	60S ribosomal subunit, cytoplasmic
P83731	P63220	306	Ribosome, cytoplasmic
P83731	P63267	3055	Nop56p-associated pre-rRNA complex
P83731	P83881	306	Ribosome, cytoplasmic
P83731	P83881	308	60S ribosomal subunit, cytoplasmic
P83731	P83881	3055	Nop56p-associated pre-rRNA complex
P83731	Q01081	3055	Nop56p-associated pre-rRNA complex
P83731	Q13428	3055	Nop56p-associated pre-rRNA complex
P83731	Q14978	3055	Nop56p-associated pre-rRNA complex
P83731	Q71U36	3055	Nop56p-associated pre-rRNA complex
P83731	Q92522	3055	Nop56p-associated pre-rRNA complex
P83731	Q96SB4	3055	Nop56p-associated pre-rRNA complex
P83731	Q99879	3055	Nop56p-associated pre-rRNA complex
P83731	Q9H4B7	3055	Nop56p-associated pre-rRNA complex
P83731	Q9NR30	3055	Nop56p-associated pre-rRNA complex
P83876	O00571	351	Spliceosome
P83876	O14776	351	Spliceosome
P83876	O15042	351	Spliceosome
P83876	O15355	351	Spliceosome
P83876	O43143	351	Spliceosome
P83876	O43172	351	Spliceosome
P83876	O43290	351	Spliceosome
P83876	O43395	351	Spliceosome
P83876	O43660	351	Spliceosome
P83876	O43670	351	Spliceosome
P83876	O43719	351	Spliceosome
P83876	O43809	351	Spliceosome
P83876	O60231	351	Spliceosome
P83876	O60306	351	Spliceosome
P83876	O60508	351	Spliceosome
P83876	O75400	351	Spliceosome
P83876	O75533	351	Spliceosome
P83876	O75643	351	Spliceosome
P83876	O75937	351	Spliceosome
P83876	O94906	351	Spliceosome
P83876	O95232	351	Spliceosome
P83876	O95926	351	Spliceosome
P83876	P08579	351	Spliceosome
P83876	P08621	351	Spliceosome
P83876	P09012	351	Spliceosome
P83876	P09234	351	Spliceosome
P83876	P09661	351	Spliceosome
P83876	P11940	351	Spliceosome
P83876	P14678	351	Spliceosome
P83876	P17844	351	Spliceosome
P83876	P26368	351	Spliceosome
P83876	P38919	351	Spliceosome
P83876	P41223	351	Spliceosome
P83876	P42285	351	Spliceosome
P83876	P49756	351	Spliceosome
P83876	P52298	351	Spliceosome
P83876	P55081	351	Spliceosome
P83876	P55769	351	Spliceosome
P83876	P61326	351	Spliceosome
P83876	P62304	351	Spliceosome
P83876	P62306	351	Spliceosome
P83876	P62308	351	Spliceosome
P83876	P62310	351	Spliceosome
P83876	P62312	351	Spliceosome
P83876	P62314	351	Spliceosome
P83876	P62316	351	Spliceosome
P83876	P62318	351	Spliceosome
P83876	P62995	351	Spliceosome
P83876	P84103	351	Spliceosome
P83876	Q01081	351	Spliceosome
P83876	Q01130	351	Spliceosome
P83876	Q05519	351	Spliceosome
P83876	Q07955	351	Spliceosome
P83876	Q08170	351	Spliceosome
P83876	Q08211	351	Spliceosome
P83876	Q09161	351	Spliceosome
P83876	Q12874	351	Spliceosome
P83876	Q13123	351	Spliceosome
P83876	Q13242	351	Spliceosome
P83876	Q13243	351	Spliceosome
P83876	Q13247	351	Spliceosome
P83876	Q13356	351	Spliceosome
P83876	Q13435	351	Spliceosome
P83876	Q13523	351	Spliceosome
P83876	Q13573	351	Spliceosome
P83876	Q13769	351	Spliceosome
P83876	Q13838	351	Spliceosome
P83876	Q14011	351	Spliceosome
P83876	Q14498	351	Spliceosome
P83876	Q14562	351	Spliceosome
P83876	Q15007	351	Spliceosome
P83876	Q15029	351	Spliceosome
P83876	Q15287	351	Spliceosome
P83876	Q15393	351	Spliceosome
P83876	Q15428	351	Spliceosome
P83876	Q15637	351	Spliceosome
P83876	Q16629	351	Spliceosome
P83876	Q16630	351	Spliceosome
P83876	Q2TAY7	351	Spliceosome
